,title,salary,location,advertiser,industry,description,cleaned_salary,number_salary,final_salary,sal_cat,lead_count
942,          Accounts officer        ,0,Sydney,Create Holdings Pty Ltd  ,Accounting,"b""\n<p></p>\n<p><strong>About the business and the role</strong></p>\n<p>Eastern Suburbs Home Improvements is a family owned business with over 30 years' experience in the building industry. Our focus is on personalising the sales, Design and Construction for our clients delivering excellent results</p>\n<p>We have our head office as well as our stunning new showroom, I Galleria in Stanmore. \xc2\xa0</p>\n<p></p>\n<p></p>\n<p><strong>Job tasks and responsibilities</strong></p>\n<p>\xc2\xa0</p>\n<ul>\n<li>Creating and entering a \xc2\xa0number of invoices daily</li><li>Processing purchase orders</li><li>Contacting Suppliers</li><li>Reconciliations</li><li>Data Entry</li><li>General customer service</li></ul>\n<p></p>\n<p></p>\n<p><strong>Skills and experience</strong></p>\n<p>\xc2\xa0</p>\n<ul>\n<li>Extensive knowledge of MYOB</li><li>Extensive accounts payable experience \xc2\xa0</li><li>Full function accounts payable experience within a busy environment</li><li>Fast and accurate data entry skills</li><li>The ability to learn processes quickly</li><li>Strong communication skills both written and verbally</li></ul>\n<p>To apply, please press APPLY NOW</p>\n<p></p>\n""",0,0,0,0.0,793
943,Administration / Receptionist      ,0,Sydney,Alliance Health  ,Administration & Office Support,"b'\n<p>Alliance Health is a busy and well respected agency seeking a confident and enthusiastic individual to become a member of their administrative team. Based in leafy Sydney you can expect to be part of a hardworking and social culture with a management team\r\n that is approachable and dynamic.\xc2\xa0</p>\n<p>Your everyday role will be:</p>\n<ul>\n<li>Creating a professional and friendly first impression for the company </li><li>Provide superior customer service to external and internal customers </li><li>Maintain and initiate client reports and spreadsheets (Excel) </li><li>Process admin and other orders </li><li>Provide feedback to senior staff on issues that arise </li><li>Data entry </li><li>Vocational study through our career apprenticeship centre</li></ul>\n<p>You will bring the following to the role:</p>\n<ul>\n<li>An engaging, enthusiastic manner to quickly build long lasting rapports and professional relationships \xc2\xa0\r\n</li><li>An ability to maintain records (hard and soft copies) </li><li>Willingness to learn about the healthcare industry </li><li>Strong communication skills and highly reliable \xc2\xa0 </li><li>An ability to organise correspondence as and when required </li><li>An excellent phone and email manner and ability to maintain phone/email logs </li><li>A well-presented and professional approach to your role </li><li>A keenness\xc2\xa0to take on added responsibilities/study and demonstrate initiative\r\n</li><li>Experience with Microsoft Office Suite programme administration</li></ul>\n<p>In return you can expect:</p>\n<ul>\n<li>A vibrant and social culture </li><li>Office close to public transport (5 minute walk from Central Station) </li><li>Team social outings </li><li>Supportive management team </li><li>Growth opportunities and career progressive environment</li></ul>\n<p>If you would like to be considered for this position then please click on APPLY or email your resume to joneill@alliancehealth.com.au</p>\n<p>Good luck and we thank you for your application in advance</p>\n'",0,0,0,0.0,793
944,"Microsoft Business Intelligence Consultant / Developer – SSIS ETL , SSRS, SSAS","b'End User Company - Great Package, Bonuses + Agile'",Sydney,Infinity Pro  ,Information & Communication Technology,"b'\n<p>\xc2\xa0</p>\n<p>Your Benefits:</p>\n<ul>\n<li>Great Remuneration Package; </li><li>Generous Bonuses; </li><li>End-user Organization; </li><li>Work within an Agile Environment; </li><li>Brand-new High Profile Projects; </li><li>Convenient Location + Parking; </li><li>Friendly &amp; Flat Structure;</li></ul>\n<p>\xc2\xa0</p>\n<p>You will be joining a successful end-user organization with high retention rates and a proud culture in providing a vibrant environment for their employees to work, learn and develop their career.</p>\n<p>You are a well-spoken, intelligent individual with experience across the entire Microsoft Business Intelligence suit of products as a Consultant Developer or Business Analyst with ability to gather requirement, propose scope of works and hands-on design\r\n and Development.</p>\n<p>\xc2\xa0</p>\n<p>You CV must reflect the following in a neat bullet point format under each role:</p>\n<p>\xc2\xa0</p>\n<ul>\n<li>Immaculate communications and strong command of English both written and verbal;\r\n</li><li>Hands-on technical design and development with both SSIS ETL and SSRS Reporting;\r\n</li><li>As a minimum, support experience with SSAS cubes (development background is highly preferred);\r\n</li><li>CV must reflect, where and how you have been involved in requirement gathering and proposal of BI / DW solutions.\r\n</li><li>A demonstrated background in self-education and keeping up to date with general Business intelligence technologies in particular Microsoft stack</li></ul>\n<p>\xc2\xa0</p>\n<p>You can either apply here or send your application directly to Sonia at Sonia@infinitypro.com.au quoting 0080MIBI. We can be\xc2\xa0contacted on (02) 9687 1025 for a confidential discussion, however please send your resume prior to making contact.</p>\n<p style=""text-align:center""><strong>Please ensure all documents are sent in Microsoft word format.</strong></p>\n'",0,0,0,0.0,793
945,          Regional Bowls Manager - Sydney Metro        ,"b'$45,000 - $49,999'",Sydney,Bowls Australia  ,Sport & Recreation,"b""\n<p>Bowls Australia (BA) is the national sporting organisation responsible for the leadership, development and management of Bowls in Australia. We are a not-for-profit organisation governed by a voluntary board that provides the strategic direction for the\r\n sport and the strategies that are implemented by the staff at the national office. BA's members are the nine state and territory bowls associations. There are over 1,870 clubs and over 640,000 participants nationwide. BA is affiliated with World Bowls and\r\n the Australian Commonwealth Games Association where it is a core sport in the Commonwealth Games held every four years.</p>\n<p>\xc2\xa0</p>\n<p>As a member of the Bowls Australia Bowls Operations Team and reporting to the National Participation Manager and the relevant State and Territory Association CEO's, this position will provide direct assistance to Clubs in the areas of business planning,\r\n member recruitment/retention, governance, funding, programs, information technology and volunteer strategies. The Regional Bowls Manager is the on the ground liaison with Bowls Clubs, Regions/Zones/Districts and Local Government Authorities with the main target\r\n to increase participation and membership of the sport of Bowls.</p>\n<p>\xc2\xa0</p>\n<p>The success of the program has been based on Team Members' living and understanding the intricacies of their region. As such, the successful applicant will live within the Region, ideally residing in or around the Sydney Metropolitan area.</p>\n<p>\xc2\xa0</p>\n<p>To be successful in this role you must meet the following criteria:</p>\n<p>\xc2\xa0</p>\n<ul>\n<li>Tertiary qualifications in Sport Management or experience in the sports industry desirable.\r\n</li><li>Experience in business operations/management or accounting/finance would be advantageous.\r\n</li><li>High-level communication skills \xe2\x80\x93 both verbal and written. </li><li>Excellent time management skills, prioritising tasks to meet daily and weekly programmed activity targets or longer term organisational objectives.\r\n</li><li>Ability to deal calmly and consistently with demanding responsibilities and conflicting priorities from a range of customers and staff utilising standard negotiation and conflict resolution techniques.\r\n</li><li>Data entry, word processing and scheduling skills ensuring efficient production of letters, documents and reports within required timeframes.\r\n</li><li>Comprehensive organisational skills to meet deadlines. </li><li>Ability to work independently with minimal supervision. </li><li>An ability to fit in with and form effective working relationships with a varied range of groups and people.\r\n</li><li>Current drivers licence.</li></ul>\n<p>\xc2\xa0</p>\n<p>The suitable applicant will be required to work remotely and perform significant travel within their appointed Region.</p>\n""",4500049999,4500049999,47499,good,793
946,NA,b'$45000.00 - $55000.00 p.a. + Super',Sydney,Stream Consulting Group  ,Administration & Office Support,"b'\n<p style=""text-align:justify""><strong>The Company</strong><br/>\n<br/>\r\nOur client is a fully customised marketing agency (largest in Australia) and has a long track record when it comes to providing promotional merchandise and marketing solutions to their customers in the exhibition and events space Australia wide.<br/>\n<br/>\r\nThe exciting Sales Support/Admin opportunity exists as a result of continuous growth in the Australian market.<br/>\n<br/>\r\nTheir organisation is all about providing a happy, supportive working culture and environment. If you\'re career focused and looking to be part of a stimulating and collaborative workplace with a motivated and committed team you can learn from, this is an opportunity\r\n you won\'t want to miss out on.</p>\n<p style=""text-align:justify""><br/>\n<br/>\n<strong>Sales Support/Admin Role</strong><br/>\n<br/>\r\nThe primary responsibility of the Sales Support/Admin is to assist the Sales Team and the Managing Director with administration and other business support duties including the following but not limited to:</p>\n<ul>\n<li>Sales support of 15 sales staff</li><li>Ensuring efficient operation of office</li><li>Executive assistance to Directors</li><li>Assistance in collating presentations eg. putting together proposals for clients</li><li>Organising the courier, packing and sending deliveries</li><li>Data Entry / CRM</li><li>Reception and ad-hoc duties</li></ul>\n<p style=""text-align:justify""><br/>\n<br/>\n<strong>What do you need to apply?</strong><br/>\n<br/>\r\nTo be <strong>successful</strong> in this role, you will need to have the following:</p>\n<ul>\n<li>Minimum 1-2 years of Corporate experience (sales support, reception, administration, coordinator, personal assistant etc.).</li><li>Excellent communication/presentation skills</li><li>Be well presented and polished</li><li>Be highly organised and have good time management skills</li><li>A strong work ethic</li><li>Great attention to detail</li><li>Looking for long term career progression</li></ul>\n<p style=""text-align:justify""><br/>\n<br/>\n<strong>Salary</strong><br/>\n<br/>\r\nSalary dependent on experience, Base is $45k to $50k + Super.<br/>\n<br/>\r\nPlease <strong>Apply</strong> <strong>Now</strong> to be considered for this amazing role to kick start your career or contact Albert on 0481 365 385 for a confidential chat.<br/>\n<br/>\n<strong>www.streamrecruitment.com.au</strong></p>\n'",4500055000,4500055000,50000,good,793
947,          Assistant Accountant- - CPA Practice at Kingsford        ,"b'$40,000 - $48,000'",Sydney,W K Kwan &amp; Co  ,Accounting,"b""\n<p><strong>The Company</strong></p>\n<p>Our small size practice with a team of fully qualified professional has over\xc2\xa020 years of providing financial solutions to small and medium size business in accounting, business advisory, taxation, SMSF and other financial services to meet the clients expectation.</p>\n<p><strong>The Role</strong></p>\n<p>\xc2\xa0Your duties will entail but are not limited to:-</p>\n<ul>\n<li>Administer the daily office duties </li><li>Preparing documents and planograms </li><li>Liaise external clients </li><li>Assisting the senior Accountant with all face of Accounting in a public practice</li></ul>\n<p><strong>The person</strong></p>\n<p>Ideally you will have:-</p>\n<ul>\n<li>Solid 2+ years' experience working as a Book Keeper /Assistant Accountant </li><li>Bilingual in English and Chinese ( Mandarin ) is required </li><li>A strong knowledge of MYOB and Microsoft Office. Able to create a new company file in MYOB\r\n</li><li>Accurate and Fast Data entry skills are also required </li><li>Must be able to work independently and also as part of a team </li><li>Excellent communication skills and good phone manner </li><li>Strong attention to detail and Strong Problem Solving Ability </li><li>Member of CPA or currently study on CPA Course</li></ul>\n<p><strong>Job Offer</strong></p>\n<ul>\n<li>Immediate Start </li><li>Eastern Suburbs Location </li><li>Continuous Learning and Development opportunities </li><li>Supportive and Welcome team</li></ul>\n""",4000048000,4000048000,44000,good,793
948,Clinical Territory Manager( Retail pharmacy)    ,b'Clinical Pharmacy Representative required',Sydney,EvansPetersen Healthcare Pty Ltd  ,Healthcare & Medical,"b""\xc2\xa0\xc2\xa0<br/>\n<strong>Why work with EvansPetersen? We specialise in recruitment within the Pharmaceutical and Medical Device Industry.\r\n</strong>We have\xc2\xa0developed an outstanding network of clients, as well as a very thorough knowledge of the Healthcare industry. How? Because we've all worked in it ourselves as reps, managers, marketers - not just recruiters! We support our candidates by offering\r\n a personalised and experienced approach, every step of the interviewing process.<br/>\n<strong>Our client </strong><br/>\r\nAre committed to understanding and meeting the needs of local customers and patients. They develop, manufacture and market high-quality affordable medicines the world over and it is their mission to ensure affordable, quality medicines are available to people\r\n in both Australia and New Zealand.<br/>\r\n\xc2\xa0<br/>\n<strong>About the Role</strong><br/>\n<ul>\n<li>Position is calling on Retail Pharmacists &amp; front of shop staff </li><li>You will be a highly motivated and extremely business focused salesperson\xc2\xa0 </li><li>Territory covers South West, Southern Highlands and ACT </li><li>Must have ability to take on &amp; impart clinical data </li><li>Permanent full time role </li><li>Reporting to NSW Manager (team of 7 in NSW) </li><li>1 week per month in country territory </li><li><strong>Large number of new launches planned throughout the next 2 years</strong>\n</li><li><strong>Company focus in Biosimilars\xc2\xa0</strong> </li></ul>\r\n\xc2\xa0\xc2\xa0<strong>The Successful Applicant\xc2\xa0</strong><strong><br/>\n<br/>\n</strong>\n<ul>\n<li>Experience within the pharmacy arena as a <strong>Pharmacist</strong> or Pharmacy rep\r\n</li><li>Successful completion of relevant tertiary qualifications- pharmacy preferred\r\n</li><li>Previous sales experience advantageous </li><li>Strong results focus with a proven track record of achieving targets/ KPIs etc\r\n</li><li>Resilience &amp; tenacity </li><li>Agile with lots of energy! </li><li>Full Australian licence </li></ul>\n<br/>\r\nCompetitive salary package including car or car allowance, super and bonuses is on offer for the successful candidate - Interested? \xc2\xa0<br/>\n<br/>\r\nClick the APPLY button to send your CV.<br/>\n<br/>\r\nIf you would like further information before sending your CV, please call Karina Stafford on 0401 991454 for a confidential chat.<br/>\n<br/>\r\nWWW.EPHealthcare.com.au<br/>\r\nau.linkedin.com/in/karinastafford<br/>\n<br/>\r\nPlease follow us on our LINKEDIN page; EvansPetersen Healthcare<br/>\n<br/>\r\n\xc2\xa0<br/>\n<strong>This opportunity is only open to candidates who are eligible to work in Australia and hold the appropriate visa to work permanently</strong>\n""",0,0,0,0.0,793
949,          FULL TIME RECEPTIONIST AND ADMINISTRATION ASSISTANT        ,"b'$50,000 plus superannuation'",Sydney,Heron Resources Ltd  ,Administration & Office Support,"b'\n<p>Heron Resources Ltd is a mining company who is about to transition from exploration to production and is looking for an enthusiastic person to join our very supportive and friendly team in the Sydney head office.</p>\n<p>Your role will involve many varied administration responsibilities including \xe2\x80\x93</p>\n<ul>\n<li>Front of office \xe2\x80\x93 answering phone calls, greeting visitors and ensuring the office is kept in a clean and tidy state\r\n</li><li>General office administration duties inc. maintaining office supplies and staff amenities, photocopying and binding of presentations and board packs, liasing on IT support.\r\n</li><li>Assisting the Accountant with data entry of accounts payable (experience not essential) and general filing etc.\r\n</li><li>Assisting the Office Manager when required, which could include booking travel and accommodation, updating documents on the server, email blasts, maintaining agreements register and various other admin functions.</li></ul>\n<p>We are looking for a positive and confident person who is a team player and prepared to assist everyone in the office at any time.</p>\n<p>There is the opportunity for this positon to be a stepping stone within the company should you be looking for a position with advancement.</p>\n<p>Please send your resume to vbourke@heronresources.com.au</p>\n'",50000,50000,50000,good,793
950,Sales Support / Office Admin Assistant      ,0,Sydney,resultslaserclinic.com.au  ,Administration & Office Support,"b""\n<p>We are a well established, highly sought after aesthetic clinic, considered to be market leaders in the laser industry.</p>\n<p>Due to substantial growth within our head office located in Parramatta, we currently have full time position for<br/>\r\nthe right candidates.</p>\n<p>If you love sales, admin, putting the customer first and excel at providing 5 star customer service, then this role is for you!</p>\n<p><strong>A\xc2\xa0typical day\xc2\xa0will involve:</strong></p>\n<ul>\n<li>Data entry </li><li>Deal with customer inbound and out bound phone enquiries in a professional and efficient manner\r\n</li><li>Formatting documents </li><li>Compiling reports </li><li>Accounts reconciliations </li><li>Collection of cash </li><li>End of Month Procedures </li><li>Inventory Management </li><li>Liaise and support the national clinic manager's team, on a daily basis </li><li>Manage all rosters including Annual leave and sick leave </li><li>Adhering to project deadlines, </li><li>Experience/ exposure\xc2\xa0with\xc2\xa0CRM systems</li></ul>\n<p>Office\xc2\xa0admin / telephone sales experience is essential. You will also be required to have at least five\xc2\xa0years experience in customer service sales including working on a switchboard or in a call centre environment.</p>\n<p>Certification in this industry is not necessary but desirable. Laser Hair Removal<br/>\r\nor IPL industry experience is an advantage, however not essential.</p>\n<p><strong>Benefits:</strong></p>\n<ul>\n<li>Opportunity for growth and career progression </li><li>Fun, friendly working environment </li><li>Great incentives &amp; benefits</li></ul>\n<p><strong>To be considered for this role you must be able to demonstrate you meet the following criteria:</strong></p>\n<ul>\n<li>Passion for delivering exceptional customer service </li><li>Previous experience in Customer Service sales (min. 5 years) </li><li>Previous office admin /Call centre experience to assist in answering phone enquiries\r\n</li><li>Converting calls to sales </li><li>Achieve sales targets </li><li>Ability to deal with all customer enquiries in a professional and efficient manner\r\n</li><li>Maximise all sales opportunities </li><li>Immaculate presentation and a great phone manner </li><li>Strong communication skills and the ability to multi task </li><li>Proficient in Microsoft Office </li><li>Provide monthly reports to the customer service manager</li></ul>\n<p>So if you are a self starter ready to embark on a rewarding career and you love working in a fast paced, dynamic and fun environment with a passion for the Beauty/Laser and<br/>\r\nIPL Industry...</p>\n<p>Look no further! APPLY NOW!</p>\n""",0,0,0,0.0,793
951,          Administration/Reception        ,"b'$45,000 - $49,999'",Sydney,Mercon Process Servers  ,Administration & Office Support,"b'\n<h2 class=""subheading"">We require a full-time experienced receptionist /administration officer to fill a full time position in our small process serving firm.</h2>\n<p>Candidates must be confident and enthusiastic and must be experienced in an office environment.</p>\n<p>The role will include</p>\n<p>* Answering telephones;</p>\n<p>* Answering/distributing emails;</p>\n<p>* Data entry;</p>\n<p>* Liaising with clients/suppliers;</p>\n<p>* Ordering stock and supplies</p>\n<p>* other Adhoc duties</p>\n<p>\xc2\xa0</p>\n'",4500049999,4500049999,47499,good,793
952,          National WHS Officer        ,0,Sydney,TABMA  ,Human Resources & Recruitment,"b""\n<p><strong>Safety / WHS Officer</strong></p>\n<p>TABMA Workforce and Career Development is a nationally registered Group Training Organisation placing apprentices and trainees under group training arrangements with host employers across Australia.</p>\n<p>We are seeking a WHS Officer to conduct workplace inspections to ensure the safety of TABMA trainees and apprentices primarily within the timber, manufacturing and construction industries.\xc2\xa0 You will be required to complete hazard identification reports,\r\n system analysis reports and advise on risk assessment and the implementation of safety controls for our host employers.</p>\n<p>In addition, the Timber and Building Materials Association (Aust) Ltd offers a workplace inspection service to our members.\xc2\xa0 You will be involved in conducting on-site inspections, safety system analysis, developing SOPS and / or SWMS, conducting hazard\r\n inspections\xc2\xa0and participating in the WHS Consultation processes.</p>\n<p><strong>The Role and Responsibilities</strong><br/>\r\nYou will report to the National Training and Development Manager and with appropriate training, maintain, co-ordinate and provide support across a national company of 350 employees and growing. In addition, provide WHS support to members of the association\r\n across Australia.</p>\n<p>You will need to have a proven record in a similar role (min 2yrs) along with the ability to assist in the implementation of company systems, policies and procedures and in addition, be able to develop and maintain relationships with the team to achieve\r\n the best safety outcomes. You will also need to have a practical working understanding of current WHS legislation, Codes of Practice and relevant Safety Standards and Regulatory Guidance Material.</p>\n<p>As a Safety Officer/WHS Advisor\xc2\xa0you will be responsible for the following (but not limited too): \xc2\xa0</p>\n<p>\xc2\xb7\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0 Proactively looking at how WHS can be improved and risk in the field minimised</p>\n<p>\xc2\xb7\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0 Promoting our positive safety culture and initiatives at all times</p>\n<p>\xc2\xb7\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0 Analysing the Safety Management Systems of various organisations</p>\n<p>\xc2\xb7\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0 Conducting compliance inspections.</p>\n<p>\xc2\xb7\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0 Provide advice and technical support</p>\n<p>\xc2\xb7\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0 Carry out workplace incident investigations in a\xc2\xa0timely manner</p>\n<p>\xc2\xb7\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0 Maintain safety documentation and prepare for inspections</p>\n<p>\xc2\xb7\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0 Share learning's with the broader business in regard to Safety Management</p>\n<p>\xc2\xb7\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0 Deliver site inductions, provide first aid, and assist in consultation processes \xc2\xa0</p>\n<p>\xc2\xb7\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0 Conducts all forms of Hazard identification risk assessment e.g. general, manual handling, supervision, effectiveness of controls and safety systems</p>\n<p>\xc2\xb7\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0 Coordinate site safety inspections and assist in consultation processes \xc2\xa0</p>\n<p>\xc2\xb7\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0 Review first aid and return to work initiatives</p>\n<ul>\n<li>Assisting in the administration and facilitation of employee WHS inductions, with investigations, the production of injury reports and preparation of employee 'return to work'</li></ul>\n<p>\xc2\xb7\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0 Data entry of WHS documentation and maintaining a filing system for prompt retrieval.</p>\n<p>\xc2\xa0</p>\n<p>The ideal candidate will have:</p>\n<p>\xc2\xb7\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0 Relevant qualifications with several years' experience in a similar role</p>\n<p>\xc2\xb7\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0 First Aid Basic Certificate</p>\n<p>\xc2\xb7\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0 Technically competent with Microsoft office suite, with good excel \xc2\xa0 knowledge, excellent report writing skills and document management experience.</p>\n<ul>\n<li>Expert understanding of WHS+E Legislation &amp; Regulations </li><li>Articulate and professional communication skills\xc2\xa0 </li><li>Energy, enthusiasm and passion to be part of a team driving cultural change\xc2\xa0\xc2\xa0</li></ul>\n<p>\xc2\xa0</p>\n<p>Critical to the success of this role will be your ability to develop strong internal relationships; communicate with people at all levels; influence positive change; and advise management and employees to expand their knowledge base and understanding of\r\n quality standards and WHS.\xc2\xa0\xc2\xa0</p>\n<p>\xc2\xa0</p>\n<p>If you believe you are the right person for the role and wish to apply, please send your cover letter and resume to alicia@tabma.com.au.</p>\n""",0,0,0,0.0,793
953,Operational Support        ,0,Sydney,Jowire  ,Administration & Office Support,"b'\n<p>Operational Support - Removalist Company</p>\n<ul>\n<li>\n<p>Western Sydney Location</p>\n</li><li>\n<p>Opportunity for growth</p>\n</li><li>\n<p>Full time work</p>\n</li></ul>\n<p>Are you Self Motivated? Are you looking to start a career in the transport industry? Do you want to grow within a company? If this is you read more about this great opportunity?</p>\n<p>You are highly motivated, reliable &amp; punctual! You have customer service skills and the right attitude to make a career as an Operational Support within the furniture removals industry. You live in the Western Suburbs of Sydney, you want to work close to\r\n home and you can start immediately.</p>\n<p>The Role:</p>\n<ul>\n<li>\n<p>We are currently seeking full time Operational Support Person</p>\n</li><li>\n<p>Full time salary</p>\n</li><li>\n<p>We can offer you an immediate start in the largest provider of local, country, interstate and international moving services in Australia and the world.</p>\n</li><li>\n<p>We are offering an Operational Support Person the Opportunity to become a Operations Supervisor once trained</p>\n</li><li>\n<p>Average 35+ hours per week</p>\n</li><li>\n<p>Great work environment</p>\n</li><li>\n<p>Administration</p>\n</li><li>\n<p>Managing inbound phone enquires - Track and Trace</p>\n</li><li>\n<p>Data Entry</p>\n</li><li>\n<p>Checking Run Sheets</p>\n</li></ul>\n<p>\xc2\xa0</p>\n<p>The Requirement:</p>\n<ul>\n<li>\n<p>Basic Computer Skills - Microsoft Office</p>\n</li><li>\n<p>Excellent verbal and written communication skills</p>\n</li><li>\n<p>Positive Can-do attitude</p>\n</li><li>\n<p>Customer Service Skills</p>\n</li><li>\n<p>Strong work ethics</p>\n</li><li>\n<p>Desire to learn and meet challenges.</p>\n</li><li>\n<p>Professional Phone Manner</p>\n</li><li>\n<p>SAP experience is ideal but not essential</p>\n</li><li>\n<p>Good Problem Solver</p>\n</li></ul>\n<p>\xc2\xa0</p>\n<p>Once trained you will than be responsible for</p>\n<ul>\n<li>\n<p>Scheduling of trucks</p>\n</li><li>\n<p>Booking Containers</p>\n</li><li>\n<p>Ordering Containers</p>\n</li></ul>\n<p>\xc2\xa0</p>\n<p>Our Client is the largest provider of local, country, interstate and international moving services in Australia and the world. We maintain over 40 branches across all states of Australia and over 600 locations around the world.</p>\n<p>\xc2\xa0</p>\n'",0,0,0,0.0,793
954,          Client Services Officer / Paraplanner        ,"b'$60,000 - $79,999'",Sydney,Private Advertiser  ,Banking & Financial Services,"b'\n<p></p>\n<p><strong>About the business and the role</strong></p>\n<p>This is a new role for an energetic, confident and motivated person in a dual CSO / Paraplanning role.<br/>\r\nYou may be someone returning to the industry or looking for a greater challenge.</p>\n<p>This is a critical role in our growing\xc2\xa0company and will provide the successful candidate with the flexibility to put their stamp on the organisation.</p>\n<p></p>\n<p></p>\n<p><strong>Job tasks and responsibilities</strong></p>\n<p>We are a small\xc2\xa0private company\xc2\xa0with\xc2\xa0considerable experience in the financial planning industry.</p>\n<p>The main responsibilities of the role include:\xc2\xa0<br/>\r\nResponding to client queries - including answering the telephone.<br/>\r\nAdministration, data entry, client mail/email queries,\xc2\xa0write record of advice documents.</p>\n<ul>\n<li>Preparing compliant, personalised Statements of Advice for new and existing clients.</li><li>Assisting with strategy development and modelling in conjunction with the Adviser.</li><li>Working closely with the senior adviser to meet deadlines and client service standards.</li><li>Providing technical support and advice to clients.</li><li>Remaining up to date on legislative and industry changes and investment market developments.</li><li>Providing research and analytical assistance.</li><li>Ensure high level financial planning software skills are developed and maintained.</li></ul>\n<p></p>\n<p></p>\n<p><strong>Skills and experience</strong></p>\n<p><strong>To be considered you will have:</strong></p>\n<ul>\n<li>Experience across Risk, Investments and Superannuation</li><li>Must have recent experience and be competent in the use of XPLAN</li><li>Strong understanding and knowledge of compliance requirements for Financial Planning.</li><li>A level of confidence and not afraid to be continually on the phone talking with our greatest assets - our clients.</li></ul>\n<p>To be considered for this unique &amp; fantastic opportunity please email\xc2\xa0your resume via the link below with\xc2\xa0a one page cover letter.</p>\n<p>\xc2\xa0</p>\n<p>\xc2\xa0</p>\n<p>\xc2\xa0</p>\n<p></p>\n'",6000079999,6000079999,69999,good,793
955,Receptionist/Administrator    ,b'$50 - $55k base plus super',Sydney,Peninsula Personnel  ,Administration & Office Support,"b'\n<p>A vibrant modern Receptionist required for front desk and basic administration. Full MS Office suite knowledge is required as used daily. Clear communication skills required as you will be the first point of call for all telephone enquiries and visitors\r\n into the office. Full training provided.</p>\n<p></p>\n<p>The Position:</p>\n<ul>\n<li>Reception duties </li><li>Answering the phone </li><li>General administration </li><li>Monthly reporting </li><li>Data entry in TRACCS </li><li>Receiving job requests and creating file </li><li>Staff communication </li><li>Stationery management </li><li>Post </li><li>Research</li></ul>\n<p>The Successful Candidate:</p>\n<ul>\n<li>Administration or Reception or Customer Service experience required </li><li>Competent in W4W, Excel and PowerPoint </li><li>Be able to work Monday to Friday office hours</li></ul>\n<p><br/>\r\nTo apply online, please click on the appropriate link below. Alternatively, please contact Wendy on (02) 9972 2944, or email Wendy@peninsulapersonnel.com.au quoting Ref No. PPRAOH.\r\n<br/>\n<strong>Visit www.peninsulapersonnel.com.au to view more jobs.</strong></p>\n'",5055K,5055000,715650,high,793
